East,North,Elevation,Var_1,Var_2,Var_3
   613.123,   499.208,   -79.082,     0.978,     0.779,     0.746
   613.352,   500.990,   -80.879,     0.957,     0.843,     0.775
   613.580,   502.773,   -82.676,     1.007,     0.923,     0.885
   613.809,   504.556,   -84.473,     0.988,     0.913,     0.990
   614.038,   506.338,   -86.271,     0.956,     0.931,     1.002
   614.267,   508.121,   -88.068,     0.987,     0.854,     0.896
   614.496,   509.904,   -89.865,     0.901,     0.881,     0.883
   645.762,   464.501,    -0.000,     0.849,     1.048,     1.005
   645.799,   462.520,    -1.982,     0.850,     0.957,     0.971
   645.835,   460.539,    -3.963,     0.814,     1.061,     1.046
   645.872,   458.557,    -5.945,     0.804,     0.943,     1.009
   645.909,   456.576,    -7.927,     0.814,     0.926,     0.988
   645.946,   454.595,    -9.908,     0.844,     0.932,     1.040
   645.982,   452.613,   -11.890,     0.912,     0.947,     0.970
   646.019,   450.632,   -13.872,     0.876,     0.884,     1.003
   646.056,   448.651,   -15.853,     0.860,     0.872,     0.996
   646.093,   446.669,   -17.835,     0.851,     0.848,     0.914
   646.129,   444.688,   -19.817,     0.904,     0.816,     0.888
   646.166,   442.707,   -21.798,     0.870,     0.865,     0.983
   646.203,   440.725,   -23.780,     0.906,     0.875,     0.986
   646.240,   438.744,   -25.762,     0.908,     0.857,     0.898
   646.276,   436.763,   -27.743,     0.903,     0.851,     0.833
   646.313,   434.781,   -29.725,     0.966,     0.799,     0.844
   646.350,   432.800,   -31.707,     0.883,     0.842,     0.838
   646.387,   430.819,   -33.689,     0.778,     0.929,     0.789
   646.423,   428.837,   -35.670,     0.800,     0.866,     0.790
   646.460,   426.856,   -37.652,     0.767,     0.925,     0.841
   646.497,   424.875,   -39.634,     0.772,     0.907,     0.932
   646.534,   422.893,   -41.615,     0.742,     0.909,     0.893
   646.570,   420.912,   -43.597,     0.713,     0.881,     0.872
   646.607,   418.931,   -45.579,     0.689,     0.880,     0.934
   646.644,   416.949,   -47.560,     0.761,     0.893,     0.894
   646.681,   414.968,   -49.542,     0.768,     0.804,     0.873
   646.717,   412.987,   -51.524,     0.785,     0.849,     0.814
   646.754,   411.005,   -53.505,     0.794,     0.838,     0.847
   646.791,   409.024,   -55.487,     0.889,     0.841,     0.765
   646.827,   407.043,   -57.469,     0.900,     0.862,     0.771
   646.864,   405.061,   -59.450,     0.870,     0.915,     0.739
   646.901,   403.080,   -61.432,     0.742,     0.900,     0.733
   646.938,   401.099,   -63.414,     0.778,     0.893,     0.802
   646.974,   399.117,   -65.395,     0.818,     0.916,     0.782
   647.011,   397.136,   -67.377,     0.784,     0.902,     0.811
   647.048,   395.155,   -69.359,     0.799,     0.863,     0.851
   647.085,   393.173,   -71.340,     0.764,     0.936,     0.888
   647.121,   391.192,   -73.322,     0.779,     0.915,     0.882
   647.158,   389.211,   -75.304,     0.850,     0.893,     0.892
   647.195,   387.229,   -77.285,     0.856,     0.783,     0.825
   647.232,   385.248,   -79.267,     0.883,     0.819,     0.840
   647.268,   383.267,   -81.249,     0.821,     0.873,     0.881
   647.305,   381.285,   -83.230,     0.787,     0.899,     0.859
   647.342,   379.304,   -85.212,     0.835,     0.926,     0.837
   647.379,   377.323,   -87.194,     0.840,     0.904,     0.871
   647.415,   375.341,   -89.175,     0.754,     1.003,     0.921
   647.452,   373.360,   -91.157,     0.720,     1.065,     0.892
   647.489,   371.379,   -93.139,     0.754,     1.009,     0.903
   647.526,   369.397,   -95.120,     0.732,     1.056,     0.887
   647.562,   367.416,   -97.102,     0.700,     1.098,     0.946
   647.599,   365.435,   -99.084,     0.700,     1.144,     0.951
   673.412,   464.346,    -0.000,     0.902,     1.129,     1.180
   671.612,   464.439,    -1.802,     0.886,     1.089,     1.114
   669.813,   464.531,    -3.604,     0.836,     1.123,     1.065
   668.013,   464.624,    -5.406,     0.831,     1.093,     1.135
   666.214,   464.716,    -7.207,     0.818,     1.005,     1.086
   664.414,   464.809,    -9.009,     0.733,     0.976,     0.985
   662.615,   464.902,   -10.811,     0.685,     1.025,     0.934
   660.815,   464.994,   -12.613,     0.651,     1.134,     1.016
   659.016,   465.087,   -14.415,     0.689,     1.088,     0.978
   657.216,   465.179,   -16.217,     0.737,     1.059,     1.005
   655.417,   465.272,   -18.019,     0.764,     1.033,     1.007
   653.617,   465.364,   -19.820,     0.807,     1.056,     1.003
   651.818,   465.457,   -21.622,     0.807,     1.031,     1.082
   650.018,   465.550,   -23.424,     0.831,     1.015,     0.982
   648.219,   465.642,   -25.226,     0.789,     1.004,     0.976
   646.419,   465.735,   -27.028,     0.809,     0.877,     0.876
   644.620,   465.827,   -28.830,     0.851,     0.862,     0.907
   642.820,   465.920,   -30.632,     0.995,     0.815,     0.908
   641.021,   466.013,   -32.433,     1.043,     0.846,     0.934
   639.221,   466.105,   -34.235,     1.092,     0.792,     0.889
   637.422,   466.198,   -36.037,     1.011,     0.762,     0.843
   635.623,   466.290,   -37.839,     1.054,     0.798,     0.935
   633.823,   466.383,   -39.641,     1.086,     0.838,     0.923
   632.024,   466.475,   -41.443,     1.025,     0.805,     0.872
   630.224,   466.568,   -43.245,     0.911,     0.840,     0.857
   628.425,   466.661,   -45.047,     0.962,     0.874,     0.902
   626.625,   466.753,   -46.848,     0.968,     0.843,     0.906
   624.826,   466.846,   -48.650,     0.919,     0.840,     0.853
   623.026,   466.938,   -50.452,     0.923,     0.801,     0.852
   621.227,   467.031,   -52.254,     0.842,     0.834,     0.880
   619.427,   467.124,   -54.056,     0.824,     0.772,     0.857
   617.628,   467.216,   -55.858,     0.837,     0.753,     0.838
   615.828,   467.309,   -57.660,     0.827,     0.728,     0.802
   614.029,   467.401,   -59.461,     0.881,     0.705,     0.780
   612.229,   467.494,   -61.263,     0.803,     0.755,     0.810
   610.430,   467.586,   -63.065,     0.815,     0.798,     0.873
   608.630,   467.679,   -64.867,     0.852,     0.771,     0.848
   606.831,   467.772,   -66.669,     0.848,     0.776,     0.834
   605.031,   467.864,   -68.471,     0.844,     0.770,     0.869
   603.232,   467.957,   -70.273,     0.872,     0.704,     0.736
   601.432,   468.049,   -72.074,     0.966,     0.718,     0.683
   599.633,   468.142,   -73.876,     0.979,     0.681,     0.690
   597.833,   468.235,   -75.678,     1.028,     0.700,     0.772
   596.034,   468.327,   -77.480,     1.023,     0.742,     0.714
   594.234,   468.420,   -79.282,     0.969,     0.736,     0.719
   592.435,   468.512,   -81.084,     0.982,     0.714,     0.750
   590.636,   468.605,   -82.886,     0.864,     0.707,     0.763
   588.836,   468.697,   -84.687,     0.803,     0.711,     0.765
   587.037,   468.790,   -86.489,     0.863,     0.764,     0.773
   585.237,   468.883,   -88.291,     0.898,     0.760,     0.815
   583.438,   468.975,   -90.093,     0.903,     0.703,     0.820
   606.937,   561.157,    -0.000,     0.876,     0.838,     0.907
   607.396,   559.445,    -1.772,     0.884,     0.817,     0.927
   607.856,   557.733,    -3.545,     0.836,     0.770,     0.860
   608.316,   556.021,    -5.317,     0.842,     0.718,     0.930
   608.776,   554.309,    -7.090,     0.882,     0.671,     0.867
   609.236,   552.598,    -8.862,     0.865,     0.694,     0.974
   609.696,   550.886,   -10.635,     0.831,     0.681,     0.927
   610.156,   549.174,   -12.407,     0.834,     0.751,     0.900
   610.615,   547.462,   -14.180,     0.846,     0.737,     0.886
   611.075,   545.751,   -15.952,     0.798,     0.762,     0.891
   611.535,   544.039,   -17.725,     0.791,     0.774,     0.858
   611.995,   542.327,   -19.497,     0.756,     0.882,     0.850
   612.455,   540.615,   -21.270,     0.802,     0.827,     0.778
   612.915,   538.903,   -23.042,     0.834,     0.817,     0.781
   613.374,   537.192,   -24.815,     0.823,     0.781,     0.829
   613.834,   535.480,   -26.587,     0.914,     0.782,     0.847
   614.294,   533.768,   -28.360,     0.920,     0.849,     0.866
   614.754,   532.056,   -30.132,     0.869,     0.876,     0.948
   615.214,   530.345,   -31.904,     0.884,     0.851,     0.934
   615.674,   528.633,   -33.677,     0.836,     0.753,     0.840
   616.133,   526.921,   -35.449,     0.827,     0.764,     0.892
   616.593,   525.209,   -37.222,     0.736,     0.778,     0.885
   617.053,   523.497,   -38.994,     0.739,     0.725,     0.748
   617.513,   521.786,   -40.767,     0.759,     0.716,     0.770
   617.973,   520.074,   -42.539,     0.748,     0.771,     0.800
   618.433,   518.362,   -44.312,     0.768,     0.753,     0.841
   618.892,   516.650,   -46.084,     0.734,     0.688,     0.820
   619.352,   514.938,   -47.857,     0.710,     0.710,     0.789
   619.812,   513.227,   -49.629,     0.758,     0.758,     0.820
   620.272,   511.515,   -51.402,     0.742,     0.778,     0.821
   620.732,   509.803,   -53.174,     0.755,     0.774,     0.803
   621.192,   508.091,   -54.947,     0.740,     0.771,     0.824
   621.651,   506.380,   -56.719,     0.776,     0.761,     0.738
   622.111,   504.668,   -58.491,     0.821,     0.752,     0.702
   622.571,   502.956,   -60.264,     0.838,     0.731,     0.709
   623.031,   501.244,   -62.036,     0.882,     0.740,     0.792
   623.491,   499.532,   -63.809,     0.882,     0.759,     0.826
   623.951,   497.821,   -65.581,     0.891,     0.735,     0.868
   624.410,   496.109,   -67.354,     0.907,     0.697,     0.861
   624.870,   494.397,   -69.126,     0.995,     0.685,     0.900
   625.330,   492.685,   -70.899,     0.971,     0.716,     0.838
   625.790,   490.974,   -72.671,     0.907,     0.732,     0.811
   626.250,   489.262,   -74.444,     0.944,     0.771,     0.838
   626.710,   487.550,   -76.216,     0.911,     0.853,     0.845
   627.169,   485.838,   -77.989,     0.963,     0.869,     0.778
   627.629,   484.126,   -79.761,     0.998,     0.914,     0.790
   628.089,   482.415,   -81.534,     1.048,     0.933,     0.799
   628.549,   480.703,   -83.306,     1.031,     0.890,     0.807
   629.009,   478.991,   -85.079,     0.990,     0.933,     0.834
   629.469,   477.279,   -86.851,     0.992,     0.936,     0.820
   629.928,   475.567,   -88.623,     0.889,     0.932,     0.729
   603.211,   615.365,    -0.000,     0.867,     0.875,     0.870
   602.547,   617.252,    -2.000,     0.860,     0.883,     0.927
   601.884,   619.139,    -4.000,     0.821,     0.948,     0.949
   601.221,   621.025,    -5.999,     0.789,     0.882,     0.879
   600.558,   622.912,    -7.999,     0.793,     0.991,     0.895
   599.895,   624.799,    -9.999,     0.836,     0.944,     0.839
   599.232,   626.685,   -11.999,     0.768,     0.854,     0.832
   598.569,   628.572,   -13.999,     0.756,     0.831,     0.836
   597.905,   630.458,   -15.998,     0.732,     0.873,     0.861
   597.242,   632.345,   -17.998,     0.728,     0.907,     0.868
   596.579,   634.232,   -19.998,     0.726,     0.876,     0.902
   595.916,   636.118,   -21.998,     0.790,     0.908,     0.953
   595.253,   638.005,   -23.998,     0.808,     0.903,     0.867
   594.590,   639.892,   -25.997,     0.852,     0.957,     0.874
   593.927,   641.778,   -27.997,     0.898,     0.846,     0.887
   593.263,   643.665,   -29.997,     0.907,     0.866,     0.836
   592.600,   645.552,   -31.997,     0.881,     0.776,     0.816
   591.937,   647.438,   -33.996,     0.940,     0.824,     0.780
   591.274,   649.325,   -35.996,     0.913,     0.794,     0.776
   590.611,   651.211,   -37.996,     0.884,     0.837,     0.781
   589.948,   653.098,   -39.996,     0.964,     0.822,     0.783
   589.284,   654.985,   -41.996,     0.942,     0.825,     0.777
   588.621,   656.871,   -43.995,     0.979,     0.826,     0.764
   587.958,   658.758,   -45.995,     0.919,     0.915,     0.793
   587.295,   660.645,   -47.995,     0.965,     0.799,     0.666
   586.632,   662.531,   -49.995,     0.981,     0.779,     0.679
   585.969,   664.418,   -51.995,     0.943,     0.783,     0.686
   585.306,   666.305,   -53.994,     0.984,     0.778,     0.686
   584.642,   668.191,   -55.994,     0.924,     0.794,     0.746
   583.979,   670.078,   -57.994,     0.961,     0.794,     0.698
   583.316,   671.964,   -59.994,     0.981,     0.744,     0.702
   582.653,   673.851,   -61.994,     0.935,     0.764,     0.676
   581.990,   675.738,   -63.993,     0.978,     0.724,     0.725
   581.327,   677.624,   -65.993,     0.941,     0.717,     0.731
   580.664,   679.511,   -67.993,     0.866,     0.765,     0.772
   580.000,   681.398,   -69.993,     0.833,     0.775,     0.822
   579.337,   683.284,   -71.993,     0.822,     0.759,     0.803
   578.674,   685.171,   -73.992,     0.879,     0.752,     0.845
   578.011,   687.058,   -75.992,     0.839,     0.789,     0.906
   577.348,   688.944,   -77.992,     0.875,     0.702,     0.874
   576.685,   690.831,   -79.992,     0.847,     0.745,     0.899
   576.021,   692.717,   -81.991,     0.804,     0.765,     0.853
   575.358,   694.604,   -83.991,     0.857,     0.715,     0.810
   574.695,   696.491,   -85.991,     0.917,     0.675,     0.725
   574.032,   698.377,   -87.991,     0.865,     0.759,     0.751
   573.369,   700.264,   -89.991,     0.933,     0.726,     0.735
   572.706,   702.151,   -91.990,     0.963,     0.782,     0.788
   572.043,   704.037,   -93.990,     1.006,     0.715,     0.775
   571.379,   705.924,   -95.990,     0.945,     0.841,     0.800
   570.716,   707.811,   -97.990,     0.936,     0.821,     0.864
   570.053,   709.697,   -99.990,     1.008,     0.775,     0.799
   624.436,   635.240,    -0.000,     0.890,     0.962,     0.831
   622.861,   634.135,    -1.924,     0.901,     1.029,     0.909
   621.286,   633.031,    -3.847,     0.853,     0.969,     0.841
   619.711,   631.927,    -5.771,     0.841,     0.990,     0.853
   618.136,   630.822,    -7.694,     0.816,     0.937,     0.839
   616.561,   629.718,    -9.618,     0.789,     0.930,     0.846
   614.986,   628.613,   -11.541,     0.744,     0.922,     0.892
   613.411,   627.509,   -13.465,     0.740,     0.897,     0.921
   611.836,   626.405,   -15.389,     0.737,     0.846,     0.951
   610.262,   625.300,   -17.312,     0.787,     0.832,     0.857
   608.687,   624.196,   -19.236,     0.796,     0.813,     0.852
   607.112,   623.091,   -21.159,     0.805,     0.845,     0.827
   605.537,   621.987,   -23.083,     0.803,     0.800,     0.872
   603.962,   620.883,   -25.006,     0.747,     0.862,     0.841
   602.387,   619.778,   -26.930,     0.694,     0.917,     0.915
   600.812,   618.674,   -28.854,     0.708,     0.871,     0.889
   599.237,   617.570,   -30.777,     0.726,     0.873,     0.871
   597.662,   616.465,   -32.701,     0.770,     0.850,     0.768
   596.087,   615.361,   -34.624,     0.799,     0.849,     0.707
   594.512,   614.256,   -36.548,     0.819,     0.835,     0.729
   592.937,   613.152,   -38.471,     0.814,     0.779,     0.664
   591.362,   612.048,   -40.395,     0.823,     0.777,     0.701
